1,0,3,4,3,4,2,3,2,1,0,2,18 
1,0,4,3,3,4,4,4,0,1,1,1,26 
1,0,2,3,2,0,5,2,2,1,1,1,22 
1,1,3,3,3,2,0,4,3,1,0,1,32 
1,0,3,5,3,0,2,4,1,2,1,2,34 
1,1,1,3,1,0,4,1,1,1,1,0,26 
1,1,3,5,0,2,5,0,1,0,0,2,16 
1,0,2,5,3,1,5,2,0,1,2,1,20 
1,2,2,1,0,3,0,2,0,2,0,1,32 
1,1,4,1,1,2,4,2,1,2,0,0,28 
1,0,3,4,0,2,4,0,1,0,1,1,16 
1,0,2,1,3,1,5,0,2,2,2,1,24 
1,2,1,1,0,0,4,1,2,2,2,1,24 
1,2,1,3,3,2,1,1,2,0,1,1,12 
1,1,3,4,2,2,0,2,2,0,0,0,24 
1,1,0,4,2,0,2,0,1,1,0,0,52 
1,1,1,2,2,3,5,2,0,0,2,2,10 
1,1,0,4,1,2,5,4,1,2,1,2,36 
1,1,3,4,2,1,3,2,2,2,0,2,24 
1,1,1,2,3,2,2,4,1,1,0,2,14 
2,0,3,4,3,4,2,3,1,1,0,2,14 
2,0,4,3,3,4,4,4,0,1,1,1,26 
2,0,2,3,2,0,5,2,2,1,1,1,22 
2,1,3,3,3,2,0,4,3,1,0,1,32 
2,0,3,5,3,0,2,4,1,2,1,2,34 
2,1,1,3,1,0,4,1,1,1,1,0,26 
2,1,3,5,0,2,5,0,1,0,0,2,16 
2,0,2,5,3,1,2,2,0,1,2,1,14 
2,2,2,1,0,3,0,2,0,2,0,1,32 
2,1,4,2,1,2,4,2,1,2,0,0,22 
2,0,3,4,0,2,4,0,1,0,1,1,16 
2,0,2,1,3,1,5,0,2,2,2,1,24 
2,2,1,1,0,0,4,1,2,2,2,1,24 
2,2,1,3,3,2,1,1,2,0,2,1,10 
2,1,2,4,3,2,0,2,2,0,0,0,20 
2,1,1,4,2,0,2,0,1,1,0,0,44 
2,1,1,2,2,3,5,2,0,0,2,2,10 
2,1,0,4,1,2,5,4,1,2,1,2,36 
2,1,3,4,2,1,3,2,2,2,0,2,24 
2,1,1,2,3,2,2,4,1,1,0,2,14 
3,0,3,4,3,4,2,3,1,1,0,2,14 
3,0,4,3,3,4,4,4,0,1,1,1,26 
3,0,2,3,2,0,5,2,2,1,1,1,22 
3,1,3,3,3,2,0,4,3,1,0,1,32 
